,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Name,Base Race,Unk2-0,Graphics Data Skin Index,Graphics Data Hair,Graphics Data Complection X,Graphics Data Complection Y,Graphics Data Complection Z,Unk8-0,Stats Health,Stats Mana,Stats Absorbtion,Tuning Actions,Tuning Move,Attack Range,Stats To Hit,Stats Parry,Tuning Weapon Weight,Attack Weapon Type Id,Stats Danage Nub,Stats Damage Max,Skills General,Skills Steal,Skills Tame,Skills Peripheral,Senses Sight,Senses Infra,Senses SenseLife,Senses Hearing,Senses Smell,Senses Tracking,Detections Sight,Detections Infra,Detections SenseLife,Detections Hearing,Detections Smell,Detections Tracking,Common loot Probability,Common loot Mask,Common loot Min,Common loot Max,Rare loot Probability,Rare loot Mask,Rare loot Min,Rare loot Max,Items,Skills Elemental,Skills Senses,Skills Astral,Spells,Equipment Wears,Equipment Weapon №1,Graphics Data Info Window Scale,Graphics Data Altitude,Tuning To hit Random,Graphics Data Dialog Camera Distance,Graphics Data Dialog Camera,Graphics Data Dialog Camera Height,Attack Real Weapon Type Id,Graphics Data Detonation,Base Level,Equipment Weapon №2,Stats Exp
,Human Kania Police KGloves A8,Human Female metal armor,0,15,2,0.26,0.13,0.65,heroes\PoliceA8,90,21,14,50,1,8,69,58,1,8,15,13,40,40,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,77,307,10,0,0,0,kania high2 gloves.iron,0,0,0,,"kania high2 shirt.iron,kania highest pants.iron,kania highest gloves.steel,kania highest boots.steel",long bow.iron,1,0,40,0,0.7,0.7,9,0,8,,28
,Human Kania Police KPants F8,Human Male metal armor,0,19,0,0.4,0.8,0.75,heroes\PoliceF8,90,21,14,50,1,0,69,58,1,8,15,13,40,40,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,77,307,10,0,0,0,kania high2 pants.iron,0,0,0,,"kania high2 shirt.steel,kania highest pants.steel,kania highest gloves.steel,kania highest boots.steel",long sword.steel,1,0,40,0,0.7,0.7,9,0,8,,28
,Human Kania Police KBoots A8,Human Female metal armor,0,15,2,0.26,0.13,0.65,heroes\PoliceA8,90,21,14,50,1,8,69,58,1,8,15,13,40,40,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,77,307,10,0,0,0,kania high2 boots.iron,0,0,0,,"kania high2 shirt.iron,kania highest pants.iron,kania highest gloves.steel,kania highest boots.steel",long bow.iron,1,0,40,0,0.7,0.7,9,0,8,,28
,Human Kania Police KPlate F10,Human Male metal armor,0,19,0,0.7,0.5,0.7,heroes\PoliceF10,120,26,17,50,1,0,85,72,1,8,18,16,50,50,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,307,1229,10,0,0,0,kania high2 plate.iron,0,0,0,,"kania high2 gloves.steel,kania high leggins.steel,kania high helm.steel,kania highest shirt.steel",spear.steel,1,0,40,0,0.7,0.7,9,0,10,,60
,Human Kania Police KHelm A10,Human Female metal armor,0,15,2,0.1,0.2,0.5,heroes\PoliceA10,120,26,17,50,1,8,85,72,1,8,18,16,50,50,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,307,1229,10,0,0,0,kania high2 helm.iron,0,0,0,,"kania highest boots.steel,kania highest gloves.steel,kania highest pants.iron,kania highest shirt.iron,kania high helm.iron",long bow.steel,1,0,40,0,0.7,0.7,9,0,10,,60
,Human Kania Police KLeggins F10,Human Male metal armor,0,19,0,0.7,0.5,0.7,heroes\PoliceF10,120,26,17,50,1,0,85,72,1,8,18,16,50,50,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,307,1229,10,0,0,0,kania high2 leggins.iron,0,0,0,,"kania high2 gloves.steel,kania high leggins.steel,kania high helm.steel,kania highest shirt.steel",spear.steel,1,0,40,0,0.7,0.7,9,0,10,,60
,Human Kania Police Leader F10,Human Male metal armor,0,19,0,0.7,0.5,0.7,heroes\PLeaderF10,120,26,17,50,1,0,85,72,1,8,18,16,50,50,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,307,1229,10,0,0,0,axe.iron,0,0,0,,"kania highest plate.steel,kania highest leggins.steel,kania highest helm.steel",axe.steel,1,0,40,0,0.7,0.7,9,0,10,,60
,Human Kania Gang F1,Human Male,0,19,0,0.5,0.3,0.5,heroes\GangF10,90,21,14,50,1,0,69,58,1,8,15,13,40,40,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,9000,10000,10,0,0,0,,0,0,0,,"kania low shirt.cotton,kania low pants.cotton,kania brigand gloves.thin,kania brigand boots.thin",,1,0,40,0,0.7,0.7,9,0,8,,28
,Human Kania Gang F8,Human Male,0,19,0,0.5,0.5,0.5,heroes\GangF10,90,21,14,50,1,0,69,58,1,8,15,13,40,40,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,77,307,10,0,0,0,,0,0,0,,"kania brigand shirt.thin,kania brigand pants.thick,kania brigand gloves.thick,kania brigand boots.thick",hammer.bronze,1,0,40,0,0.7,0.7,9,0,8,,28
,Human Kania Gang A8,Human Female,0,15,2,0.3,0.2,0.5,heroes\GangA10,90,21,14,50,1,8,69,58,1,8,15,13,40,40,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,77,307,10,0,0,0,,0,0,0,,"kania brigand shirt.thick,kania brigand pants.thin,kania brigand gloves.thin,kania brigand boots.thin",short bow.bronze,1,0,40,0,0.7,0.7,9,0,8,,28
,Human Kania Gang F9,Human Male,0,19,0,0.5,0.5,0.7,heroes\GangF10,110,24,16,50,1,0,77,65,1,8,17,14,45,45,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,154,614,10,0,0,0,,0,0,0,,"kania brigand shirt.thick,kania brigand pants.thick,kania medium gloves.silk blue,kania medium boots.silk blue",mace.iron,1,0,40,0,0.7,0.7,9,0,9,,50
,Human Kania Gang A9,Human Female,0,15,2,0.1,0.3,0.6,heroes\GangA10,110,24,16,50,1,8,77,65,1,8,17,14,45,45,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,154,614,10,0,0,0,,0,0,0,,"kania brigand pants.tanned thin,kania brigand gloves.thick,kania brigand boots.thick,kania brigand shirt.tanned thin",short bow.iron,1,0,40,0,0.7,0.7,9,0,9,,50
,Human Kania Gang F10,Human Male,0,19,0,0.7,0.5,0.8,heroes\GangF10,120,26,17,50,1,0,85,72,1,8,18,16,50,50,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,307,1229,10,0,0,0,,0,0,0,,"kania brigand gloves.tanned thin,kania brigand helm.thin,kania brigand pants.tanned thin,kania brigand shirt.tanned thin",mace.steel,1,0,40,0,0.7,0.7,9,0,10,,60
,Human Kania Gang Spear F10,Human Male,0,19,0,0.9,0.5,0.9,heroes\GangF10,120,26,17,50,1,0,85,72,1,8,18,16,50,50,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,307,1229,10,0,0,0,,0,0,0,,"kania highest gloves.bronze,kania brigand helm.tanned thin,kania brigand leggins.thick,kania brigand plate.tanned thin",spear.steel,1,0,40,0,0.7,0.7,9,0,10,,60
,Human Kania Gang A10,Human Female,0,15,2,0.3,0.3,0.7,heroes\GangA10,120,26,17,50,1,8,85,72,1,8,18,16,50,50,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,307,1229,10,0,0,0,,0,0,0,,"kania high2 gloves.iron,kania brigand helm.tanned thin,kania brigand leggins.tanned thin,kania brigand plate.thick",short bow.iron,1,0,40,0,0.7,0.7,9,0,10,,60
,Human Kania Gang F11,Human Male,0,19,0,0.7,0.5,0.9,heroes\GangF11,140,29,19,50,1,0,93,78,1,8,20,17,55,55,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,614,2458,10,0,0,0,,0,0,0,,"kania high2 shirt.steel,kania high2 pants.iron,kania high2 gloves.iron,kania high2 boots.steel,kania brigand helm.thick",axe.bronze,1,0,40,0,0.7,0.7,9,0,11,,90
,Human Kania Ranger F9,Human Male,0,19,0,0.5,0.9,0.7,heroes\RangerF11,110,24,16,50,1,0,77,65,1,8,17,14,45,45,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,154,614,10,0,0,0,long bow.iron,0,0,0,,"kania low shirt.cotton,kania medium pants.wool,kania medium gloves.silk blue,kania medium boots.silk blue",long bow.iron,1,0,40,0,0.7,0.7,9,0,9,,50
,Human Kania Gang F12,Human Male,0,19,0,1,0.8,0.9,heroes\GangF12,160,31,21,50,1,0,101,85,1,8,22,19,60,60,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,1229,4915,10,0,0,0,,0,0,0,,"kania brigand plate.tanned thin,kania brigand leggins.tanned thin,kania brigand helm.tanned thin",axe.iron,1,0,40,0,0.7,0.7,9,0,12,,140
,Human Kania Gang A12,Human Female,0,15,2,0.5,0.3,0.75,heroes\GangA12,160,31,21,50,1,8,101,85,1,8,22,19,60,60,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,1229,4915,10,0,0,0,,0,0,0,,"kania brigand plate.tanned thin,kania brigand leggins.tanned thin,kania high helm.iron,kania high2 gloves.iron",short bow.steel,1,0,40,0,0.7,0.7,9,0,12,,140
,Human Kania Gang Leader F13,Human Male,0,19,0,1,0.8,0.9,heroes\GangF12,190,35,23,50,1,0,109,92,1,8,24,21,65,65,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,2458,9830,10,0,0,0,,0,0,0,,"kania high2 shirt.steel,kania high leggins.steel,kania brigand helm.tanned thin,kania brigand gloves.tanned thin",axe.steel,1,0,40,0,0.7,0.7,9,0,13,,200
,Human Kania Sorceress Bodyguard F9,Human Male metal armor,0,19,0,0.7,0.5,0.7,heroes\BodyguardF9,110,24,16,50,1,0,77,65,1,8,17,14,45,45,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,154,614,10,0,0,0,,0,0,0,,"kania high2 plate.steel,kania high2 leggins.steel,kania high2 helm.steel",long sword.steel,1,0,40,0,0.7,0.7,9,0,9,,50
,Human Kania NPC Bodyguard F12,Human Male metal armor,0,19,0,0.7,0.5,0.7,heroes\BodyguardF12,160,31,21,50,1,0,101,85,1,8,22,19,60,60,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,1229,4915,10,0,0,0,spear.iron,0,0,0,,"kania high plate.iron,kania high leggins.iron,kania high helm.iron",spear.iron,1,0,40,0,0.7,0.7,9,0,12,,140
,Human Kania NPC Sorceress M11,Human Female,0,8,1,0.2,0.2,0.65,heroes\SorceressM11,70,60,19,50,1,0,93,78,1,8,10,10,55,55,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,614,2458,10,0,0,0,rune.e2,55,55,55,lightning {e2;e2;e2;t2;fe},"kania high boots.dragon black,kania high gloves.dragon red,kania high pants.dragon black,kania medium plate.silk blue",,1,0,40,0,0.7,0.7,9,0,11,,90
,Human Hadagan Peasants F1,Human Male,0,10,-1,0.3,0.3,0.6,heroes\PeasantsF1,25,11,7,50,1,0,13,12,1,8,8,6,5,5,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,1,2,10,0,0,0,,0,0,0,,hadagan low leggins.thick,,1,0,40,0,0.7,0.7,9,0,1,,4
,Human Hadagan Peasants A1,Human Female,0,14,1,0.1,0.3,0.5,heroes\PeasantsA1,13,22,7,50,1,0,13,12,1,8,8,6,5,5,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,1,2,10,0,0,0,,5,5,5,lightning {e1},"hadagan low shirt.cotton,hadagan low leggins.thin",,1,0,40,0,0.7,0.7,9,0,1,,4
,Human Hadagan Citizens F1,Human Male,0,8,-1,0.35,0.6,0.75,heroes\PeasantsF1,25,11,7,50,1,0,13,12,1,8,8,6,5,5,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,2500,10000,10,0,0,0,,0,0,0,,"hadagan medium shirt.wool,hadagan medium gloves.cotton,hadagan medium pants.cotton,hadagan medium boots.wool",,1,0,40,0,0.7,0.7,9,0,1,,4
,Human Hadagan Citizens A1,Human Female,0,15,1,0.1,0.4,0.65,heroes\PeasantsA1,13,22,7,50,1,0,13,12,1,8,8,6,5,5,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,2500,10000,10,0,0,0,,5,5,5,lightning {e1},"hadagan medium shirt.cotton,hadagan low gloves.silk blue,hadagan medium leggins.silk blue",,1,0,40,0,0.7,0.7,9,0,1,,4
,Human Hadagan Students F10,Human Male,0,10,-1,1.1,0.88,0.6,heroes\StudentsF10,60,26,17,50,1,0,85,72,1,8,18,16,50,50,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,307,1229,10,0,0,0,,0,0,0,,"hadagan high helm.mithrill,hadagan high leggins.mithrill,hadagan high plate.steel",saber.steel,1,0,40,0,0.7,0.7,9,0,10,,60
,Human Hadagan Students A10,Human Female,0,16,1,0.5,0.3,0.7,heroes\StudentsA10,60,26,17,50,1,8,85,72,1,8,18,16,50,50,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,307,1229,10,0,0,0,,0,0,0,,"hadagan high helm.steel,hadagan high leggins.steel,hadagan high plate.steel",crossbow.steel,1,0,40,0,0.7,0.7,9,0,10,,60
,Human Hadagan Students M10,Human Female,0,14,1,0.5,0.1,0.5,heroes\StudentsM10,26,52,17,50,1,0,85,72,1,8,18,16,50,50,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,307,1229,10,0,0,0,,50,50,50,lightning {e2;e1},"hadagan high shirt.troll green,hadagan high gloves.troll green,hadagan medium helm.wool,hadagan high leggins.iron",curved dagger.steel,1,0,40,0,0.7,0.7,9,0,10,,60
,Human Hadagan TeacherLC A14,Human Female,0,16,1,0.5,0.1,0.8,heroes\GuardsA14,210,38,25,50,1,8,117,98,1,8,27,22,70,70,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,4915,19661,10,0,0,0,long crossbow.mithrill,0,0,0,,"hadagan highest shirt.iron,hadagan highest2 helm.iron,hadagan highest2 leggins.iron",long crossbow.iron,1,0,40,0,0.7,0.7,9,0,14,,300
,Human Hadagan Guards F14,Human Male metal armor,0,10,-1,0.9,0.7,0.7,heroes\GuardsF14,210,38,25,50,1,0,117,98,1,8,27,22,70,70,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,4915,19661,10,0,0,0,,0,0,0,,"hadagan highest2 helm.steel,hadagan highest2 plate.steel,hadagan highest2 leggins.steel",saber.steel,1,0,40,0,0.7,0.7,9,0,14,,300
,Human Hadagan Guards A14,Human Female metal armor,0,16,1,0.5,0.1,0.8,heroes\GuardsA14,210,38,25,50,1,8,117,98,1,8,27,22,70,70,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,4915,19661,10,0,0,0,,0,0,0,,"hadagan highest shirt.iron,hadagan highest2 helm.iron,hadagan highest2 leggins.iron",crossbow.iron,1,0,40,0,0.7,0.7,9,0,14,,300
,Human Hadagan Guards M14,Human Female metal armor,0,16,1,0.3,0.1,0.5,heroes\GuardsM14,110,76,25,50,1,0,117,98,1,8,27,22,70,70,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,4915,19661,10,0,0,0,,70,70,70,lightning {e2;e2;e1},"hadagan high2 shirt.bronze,hadagan medium gloves.silk red,hadagan high helm.bronze,hadagan highest2 leggins.bronze",curved dagger.bronze,1,0,40,0,0.7,0.7,9,0,14,,300
,Human Hadagan Necromancer M14,Human Female,0,16,1,0.3,0.3,0.6,heroes\NecromancerM14,110,76,25,50,1,0,117,98,1,8,27,22,70,70,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,4915,19661,10,0,0,0,,70,70,70,lightning {e2;e2;e1},"hadagan high shirt.troll black,hadagan high pants.troll black,hadagan high boots.troll black,hadagan high gloves.troll black,hadagan medium helm.cotton",spiked mace.bronze,1,0,40,0,0.7,0.7,9,0,14,,300
,Human Hadagan Necromancer Keykeeper M14,Human Female,0,16,1,0.3,0.3,0.6,heroes\NecromancerM14,110,76,25,50,1,0,117,98,1,8,27,22,70,70,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,4915,19661,10,0,0,0,long spear.mithrill,70,70,70,lightning {e2;e2;e1},"hadagan high shirt.troll black,hadagan high pants.troll black,hadagan high boots.troll black,hadagan high gloves.troll black,hadagan medium helm.cotton",spiked mace.bronze,1,0,40,0,0.7,0.7,9,0,14,,300
,Human Hadagan Guards Shirt F14,Human Male metal armor,0,10,-1,0.9,0.7,0.7,heroes\GuardsF14,210,38,25,50,1,0,117,98,1,8,27,22,70,70,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,4915,19661,10,0,0,0,hadagan high2 shirt.mithrill,0,0,0,,"hadagan highest2 helm.steel,hadagan highest2 plate.steel,hadagan highest2 leggins.steel",saber.steel,1,0,40,0,0.7,0.7,9,0,14,,300
,Human Hadagan Guards Plate F14,Human Male metal armor,0,10,-1,0.9,0.7,0.7,heroes\GuardsF14,210,38,25,50,1,0,117,98,1,8,27,22,70,70,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,4915,19661,10,0,0,0,hadagan high2 plate.mithrill,0,0,0,,"hadagan highest2 helm.steel,hadagan highest2 plate.steel,hadagan highest2 leggins.steel",saber.steel,1,0,40,0,0.7,0.7,9,0,14,,300
,Human Hadagan Guards Leggins F14,Human Male metal armor,0,10,-1,0.9,0.7,0.7,heroes\GuardsF14,210,38,25,50,1,0,117,98,1,8,27,22,70,70,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,4915,19661,10,0,0,0,hadagan high2 leggins.mithrill,0,0,0,,"hadagan highest2 helm.steel,hadagan highest2 plate.steel,hadagan highest2 leggins.steel",saber.steel,1,0,40,0,0.7,0.7,9,0,14,,300
,Human Hadagan Guards Helm A14,Human Male metal armor,0,16,1,0.5,0.1,0.8,heroes\GuardsA14,210,38,25,50,1,8,117,98,1,8,27,22,70,70,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,4915,19661,10,0,0,0,hadagan high2 helm.mithrill,0,0,0,,"hadagan highest shirt.iron,hadagan highest2 helm.iron,hadagan highest2 leggins.iron",crossbow.iron,1,0,40,0,0.7,0.7,9,0,14,,300
,Human Hadagan Guards Pants A14,Human Male metal armor,0,16,1,0.5,0.1,0.8,heroes\GuardsA14,210,38,25,50,1,8,117,98,1,8,27,22,70,70,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,4915,19661,10,0,0,0,hadagan high2 pants.mithrill,0,0,0,,"hadagan highest shirt.iron,hadagan highest2 helm.iron,hadagan highest2 leggins.iron",crossbow.iron,1,0,40,0,0.7,0.7,9,0,14,,300
,Human Hadagan Guards Boots M14,Human Male metal armor,0,16,1,0.3,0.1,0.5,heroes\GuardsM14,110,76,25,50,1,0,117,98,1,8,27,22,70,70,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,4915,19661,10,0,0,0,hadagan high2 boots.mithrill,70,70,70,lightning {e2;e2;e1},"hadagan high2 shirt.bronze,hadagan medium gloves.silk red,hadagan high helm.bronze,hadagan highest2 leggins.bronze",curved dagger.bronze,1,0,40,0,0.7,0.7,9,0,14,,300
,Human Hadagan Guards Gloves M14,Human Male metal armor,0,16,1,0.3,0.1,0.5,heroes\GuardsM14,110,76,25,50,1,0,117,98,1,8,27,22,70,70,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,4915,19661,10,0,0,0,hadagan high2 gloves.mithrill,70,70,70,lightning {e2;e2;e1},"hadagan high2 shirt.bronze,hadagan medium gloves.silk red,hadagan high helm.bronze,hadagan highest2 leggins.bronze",curved dagger.bronze,1,0,40,0,0.7,0.7,9,0,14,,300
,Human Hadagan Overseer F14,Human Male,0,10,-1,0.9,0.7,0.7,heroes\GuardsF14,320,51,33,50,1,0,141,118,1,8,35,31,85,85,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,39322,157286,10,0,0,0,,0,0,0,,"hadagan highest2 helm.steel,hadagan highest2 plate.steel,hadagan highest2 leggins.steel",spiked club.steel,1,0,40,0,0.7,0.7,9,0,17,,1000
,Human Hadagan OverseerBA F14,Human Male,0,10,-1,0.9,0.7,0.7,heroes\GuardsF14,320,51,33,50,1,0,141,118,1,8,35,31,85,85,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,39322,157286,10,0,0,0,battle axe.mithrill,0,0,0,,"hadagan highest2 helm.steel,hadagan highest2 plate.steel,hadagan highest2 leggins.steel",battle axe.mithrill,1,0,40,0,0.7,0.7,9,0,17,,1000
,Human Hadagan OverseerSC F14,Human Male,0,10,-1,0.9,0.7,0.7,heroes\GuardsF14,320,51,33,50,1,0,141,118,1,8,35,31,85,85,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,39322,157286,10,0,0,0,spiked club.mithrill,0,0,0,,"hadagan highest2 helm.steel,hadagan highest2 plate.steel,hadagan highest2 leggins.steel",spiked club.mithrill,1,0,40,0,0.7,0.7,9,0,17,,1000
,Human Hadagan NPC Lieutenant F15,Human Male metal armor,0,23,-1,0.5,0.1,0.9,heroes\LieutenantF15,250,42,15,50,1,0,125,105,1,8,29,25,75,50,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,9830,39322,10,0,0,0,,0,0,0,,"hadagan high2 shirt.adamantium,hadagan highest gloves.adamantium,hadagan highest leggins.adamantium",saber.adamantium,1,0,40,0,0.7,0.7,9,0,15,,500
,Human Hadagan Portal Keykeeper F14,Human Male,0,10,-1,0.9,0.7,0.7,heroes\GuardsF14,210,38,25,50,1,0,117,98,1,8,27,22,70,70,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,4915,19661,10,0,0,0,,0,0,0,,"hadagan highest2 helm.adamantium,hadagan highest2 plate.adamantium,hadagan highest2 leggins.adamantium",saber.adamantium,1,0,40,0,0.7,0.7,9,0,14,,300
,Human Hadagan Mine Keykeeper F14,Human Male,0,10,-1,0.9,0.7,0.7,heroes\GuardsF14,210,38,25,50,1,0,117,98,1,8,27,22,70,70,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,4915,19661,10,0,0,0,,0,0,0,,"hadagan highest2 helm.mithrill,hadagan highest2 plate.mithrill,hadagan highest2 leggins.mithrill",saber.adamantium,1,0,40,0,0.7,0.7,9,0,14,,300
,Human Hadagan Guards F16,Human Male metal armor,0,10,-1,0.88,0.68,0.68,heroes\GuardsF17,280,46,30,50,1,0,133,112,1,8,32,28,80,80,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,19661,78643,10,0,0,0,,0,0,0,,"hadagan high2 helm.mithrill,hadagan high2 plate.mithrill,hadagan high2 leggins.mithrill",battle axe.mithrill,1,0,40,0,0.7,0.7,9,0,16,,700
,Human Hadagan Guards A16,Human Female metal armor,0,16,1,0.3,0.2,0.78,heroes\GuardsA17,280,46,30,50,1,8,133,112,1,8,32,28,80,80,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,19661,78643,10,0,0,0,,0,0,0,,"hadagan highest shirt.steel,hadagan high2 helm.steel,hadagan high2 leggins.steel",long crossbow.steel,1,0,40,0,0.7,0.7,9,0,16,,700
,Human Hadagan Guards M16,Human Female metal armor,0,16,1,0.3,0.2,0.5,heroes\GuardsM17,140,92,30,50,1,0,133,112,1,8,32,28,80,80,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,19661,78643,10,0,0,0,,80,80,80,lightning {e2;e2;e2},"hadagan high2 shirt.iron,hadagan high2 gloves.iron,hadagan high2 helm.iron,hadagan high2 leggins.iron",curved dagger.iron,1,0,40,0,0.7,0.7,9,0,16,,700
,Human Hadagan Guards F17,Human Male metal armor,0,10,-1,0.88,0.68,0.68,heroes\GuardsF17,320,51,33,50,1,0,141,118,1,8,35,31,85,85,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,39322,157286,10,0,0,0,,0,0,0,,"hadagan high2 helm.adamantium,hadagan high2 plate.adamantium,hadagan high2 leggins.adamantium",battle axe.adamantium,1,0,40,0,0.7,0.7,9,0,17,,1000
,Human Hadagan Guards A17,Human Female metal armor,0,16,1,0.3,0.3,0.78,heroes\GuardsA17,320,51,33,50,1,8,141,118,1,8,35,31,85,85,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,39322,157286,10,0,0,0,,0,0,0,,"hadagan highest shirt.mithrill,hadagan high2 helm.mithrill,hadagan high2 leggins.mithrill",long crossbow.mithrill,1,0,40,0,0.7,0.7,9,0,17,,1000
,Human Hadagan Guards M17,Human Female metal armor,0,16,1,0.3,0.3,0.5,heroes\GuardsM17,160,101,33,50,1,0,141,118,1,8,35,31,85,85,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,39322,157286,10,0,0,0,,85,85,85,lightning {e2;e2;e2},"hadagan high2 shirt.steel,hadagan high2 gloves.steel,hadagan high2 helm.steel,hadagan high2 leggins.steel",curved dagger.steel,1,0,40,0,0.7,0.7,9,0,17,,1000
,Human Hadagan Guards HPlate F17,Human Male metal armor,0,10,-1,0.88,0.68,0.68,heroes\GuardsF17,320,51,33,50,1,0,141,118,1,8,35,31,85,85,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,39322,157286,10,0,0,0,hadagan highest2 plate.mithrill,0,0,0,,"hadagan high2 helm.adamantium,hadagan high2 plate.adamantium,hadagan high2 leggins.adamantium",battle axe.adamantium,1,0,40,0,0.7,0.7,9,0,17,,1000
,Human Hadagan Guards HLeggins F17,Human Male metal armor,0,10,-1,0.88,0.68,0.68,heroes\GuardsF17,320,51,33,50,1,0,141,118,1,8,35,31,85,85,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,39322,157286,10,0,0,0,hadagan highest2 leggins.mithrill,0,0,0,,"hadagan high2 helm.adamantium,hadagan high2 plate.adamantium,hadagan high2 leggins.adamantium",battle axe.adamantium,1,0,40,0,0.7,0.7,9,0,17,,1000
,Human Hadagan Guards HHelm F17,Human Male metal armor,0,10,-1,0.88,0.68,0.68,heroes\GuardsF17,320,51,33,50,1,0,141,118,1,8,35,31,85,85,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,39322,157286,10,0,0,0,hadagan highest2 helm.mithrill,0,0,0,,"hadagan high2 helm.adamantium,hadagan high2 plate.adamantium,hadagan high2 leggins.adamantium",battle axe.adamantium,1,0,40,0,0.7,0.7,9,0,17,,1000
,Human Hadagan Guard Commander F17,Human Male metal armor,0,10,-1,0.88,0.68,0.68,heroes\GuardsF17,320,51,33,50,1,0,141,118,1,8,35,31,85,85,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,39322,157286,10,0,0,0,,0,0,0,,"hadagan high2 helm.meteoric,hadagan high2 plate.meteoric,hadagan high2 leggins.meteoric",battle axe.meteoric,1,0,40,0,0.7,0.7,9,0,17,,1000
